ᐋ,U
ᓇᑳᐱᑌᐤ,nUkUpItew
ᓇᑳᓯᐣ,nUkUsIn
ᓇᑲᓯᑐᐊᐧᐠ,nUkUsItOwUk
ᓇᑲᓯᐁᐧᐤ,nUkUsIwew
ᓈᑲᓱᐦᑕᒧᐦᑳᓱᐤ,nUkUsOhtUmOhkUsOw
ᓇᑲᑕᐦᐁᐧᐤ,nUkUtUhwew
ᓇᑲᑕᒼ,nUkUtUm
ᓇᑲᑕᒪᐁᐧᐤ,nUkUtUmUwew
ᓇᑲᑕᐢᑫᐤ,nUkUtUskew
ᓈᑲᑕᐋᐧᐸᐦᑕᒼ,nUkUtUwUpUhtUm
ᓈᑲᑕᐋᐧᐸᒣᐤ,nUkUtUwUpUmew
ᓈᑲᑕᐁᐧᔨᒣᐤ,nUkUtUweyImew
ᓇᑲᑌᐤ,nUkUtew
ᓈᑲᑌᔨᐦᑕᒼ,nUkUteyIhtUm
ᓈᑲᑌᔨᒣᐤ,nUkUteyImew
ᓇᑲᑎᓴᐦᐁᐧᐤ,nUkUtIsUhwew
ᓇᑲᑎᓴᒪᐁᐧᐤ,nUkUtIsUmUwew
ᓇᑲᑎᓯᐦᑕᒼ,nUkUtIsIhtUm
ᓇᑲᑎᓯᒣᐤ,nUkUtIsImew
ᓇᑲᑎᑐᐊᐧᐠ,nUkUtItOwUk
ᓈᑲᑐᐦᑳᑕᒼ,nUkUtOhkUtUm
ᓈᑲᑐᐦᑳᑌᐤ,nUkUtOhkUtew
ᓈᑲᑐᐦᑳᑎᓱᐤ,nUkUtOhkUtIsOw
ᓈᑲᑐᐦᑳᑎᑐᐊᐧᐠ,nUkUtOhkUtItOwUk
ᓈᑲᑐᐦᑲᐁᐧᐤ,nUkUtOhkUwew
ᓈᑲᑐᐦᑫᐤ,nUkUtOhkew
ᓇᑳᐋᐧᐢᑫᐧᓯᐣ,nUkUwUskwesIn
ᓇᑲᐁᐧᐤ,nUkUwew
ᓇᑲᐁᐧᐃᐧᐣ,nUkUwewIn
ᓇᑲᐃᐧᒧᐤ,nUkUwImOw
ᓇᑲᐃᐧᐢᑫᐧᐤ,nUkUwIskwew
ᓇᑲᐃᐧᔨᓃᓈᕁ,nUkUwIyIninUhk
ᓇᑲᐃᐧᔨᓃᐢ,nUkUwIyInis
ᓇᑲᐃᐧᔨᓂᐤ,nUkUwIyInIw
ᓇᑲᐃᐧᔨᓃᐃᐧᐤ,nUkUwIyIniwIw
ᓇᑲᔮᐦᐁᐤ,nUkUyUhew
ᓇᑲᔮᐢᑲᒼ,nUkUyUskUm
ᓇᑲᔮᐢᑲᐁᐧᐤ,nUkUyUskUwew
ᓇᑳᔮᐢᑲᐧᐦᐃᑫᐤ,nUkUyUskwUhIkew
ᓇᑫ,nUke
ᓈᑫ,nUke
ᓇᑫᐦᑲᐧᓱᐤ,nUkehkwUsOw
ᓇᑫᐢᑎᐤ,nUkestIw
ᓇᑫᐃᐧᐦᐁᐤ,nUkewIhew
ᓇᑭᓇᒼ,nUkInUm
ᓇᑭᓀᐤ,nUkInew
ᓇᑭᓂᑫᐤ,nUkInIkew
ᓇᑭᐸᔨᐦᐅᐤ,nUkIpUyIhOw
ᓇᑭᐸᔨᐤ,nUkIpUyIw
ᓇᑭᐸᔨᐤ,nUkIpUyIw
ᓇᑭᐱᒋᑫᐤ,nUkIpItsIkew
ᓇᑭᐢᑳᑫᐤ,nUkIskUkew
ᓇᑭᐢᑲᒼ,nUkIskUm
ᓇᑭᐢᑲᒧᐦᑕᐦᐁᐤ,nUkIskUmOhtUhew
ᓇᑭᐢᑲᒧᐦᑕᑕᒪᐁᐧᐤ,nUkIskUmOhtUtUmUwew
ᓇᑭᐢᑳᑕᒼ,nUkIskUtUm
ᓇᑭᐢᑳᑐᐊᐧᐠ,nUkIskUtOwUk
ᓇᑭᐢᑳᑐᐃᐧᐣ,nUkIskUtOwIn
ᓇᑭᐢᑲᐁᐧᐤ,nUkIskUwew
ᓇᑭᐢᑯᑖᑐᐊᐧᐠ,nUkIskOtUtOwUk
ᓇᑮᐢᑕᒼ,nUkistUm
ᓇᑮᐢᑕᐁᐧᐤ,nUkistUwew
ᓇᑮᐤ,nUkiw
ᓇᑮᐊᐧᒌᕁ,nUkiwUtsihk
ᓇᑮᐊᐧᒋᕀ,nUkiwUtsIy
ᓇᑮᐃᐧᐣ,nUkiwIn
ᓇᑳᐧᑲᐣ,nUkwUkUn
ᓇᑳᐧᓱᐤ,nUkwUsOw
ᓇᑲᐧᑕᔦᐦᐱᒋᑲᐣ,nUkwUtUyehpItsIkUn
ᓇᑳᐧᑌᐤ,nUkwUtew
ᓇᑳᐧᑎᓱᐤ,nUkwUtIsOw
ᓇᒪ,nUmU
ᓇᒪ ᐊᐃᐧᔭ,nUmU UwIyU
ᓇᒪ ᐊᐃᐧᔭᐠ,nUmU UwIyUk
ᓇᒪ ᒌ,nUmU tsi
ᓇᒪ ᑮᑲᐧᕀ,nUmU kikwUy
ᓇᒪ ᒪᔭ,nUmU mUyUw
ᓇᒪ ᓈᓂᑕᐤ,nUmU nUnItUw
ᓇᒪ ᐄᐧᐦᑳᐨ,nUmU wihkUts
ᓇᒪᐦᒌᕁ,nUmUhtsihk
ᓇᒪᐦᒌᐢ,nUmUhtsis
ᓇᒪᐦᒌᐤ,nUmUhtsiw
ᓇᒪᐦᒌᐃᐧᐣ,nUmUhtsiwIn
ᓇᒪᐦᒌᐃᐧᔨᓂᐤ,nUmUhtsiwIyInIw
ᓇᒪᐦᑎᐣ,nUmUhtIn
ᓇᒪᐦᑎᓂᕁ,nUmUhtInIhk
ᓇᒪᐦᑎᓂᐢᐠ,nUmUhtInIsk
ᓇᒪᑮᑳᐧᐤ,nUmUkikwUw
ᓇᒪᑮᑳᐧᔨᐃᐧᐤ,nUmUkikwUyIwIw
ᓇᒪᐢᑌᐤ,nUmUstew
ᓇᒪᑕᑯᐣ,nUmUtUkOn
ᓇᒪᑌᐤ,nUmUtew
ᓇᒪᔦᐤ,nUmUyew
ᓇᒪᔦᐤ,nUmUyew
ᓇᒣᐦᐱᐣ,nUmehpIn
ᓇᒣᐦᑖᐤ,nUmehtUw
ᓇᒣᑯᐢ,nUmekOs
ᓇᒣᑯᓯᐢ,nUmekOsIs
ᓇᒣᑯᓯᐢᑳᐤ,nUmekOsIskUw
ᓇᒣᐱᐣ,nUmepIn
ᓇᒣᐲᓯᐢ,nUmepisIs
ᓇᒣᐱᕀ,nUmepIy
ᓇᒣᐢ,nUmes
ᓇᒣᓯᐊᐧᐣ,nUmesIwUn
ᓇᒣᐢᑲᐧ,nUmeskwU
ᓇᒣᐢᑌᐠ,nUmestek
ᓇᒣᐢᑌᑯᐦᑫᐤ,nUmestekOhkew
ᓇᒣᐤ,nUmew
ᓇᒥᑫᐢᑕᐁᐧᐤ,nUmIkestUwew
ᓇᒥᑫᔨᐤ,nUmIkeyIw
ᓇᒥᓈᐢ,nUmInUs
ᓇᒥᐸᔨᐦᐅᐤ,nUmIpUyIhOw
ᓇᒥᐸᔨᐤ,nUmIpUyIw
ᓇᒥᐸᔨᐤ,nUmIpUyIw
ᓇᒥᐢᑫᐧᐢᑕᐁᐧᐤ,nUmIskwestUwew
ᓇᒥᐢᑫᐧᔨᐤ,nUmIskweyIw
ᓈᒥᐊᐧᐣ,nUmIwUn
ᓈᒥᐊᐧᓇᐦᐊᒼ,nUmIwUnUhUm
ᓈᒥᐊᐧᓈᐤ,nUmIwUnUw
ᓇᒨᕀ,nUmoy
ᓇᒨᕀ ᐄᐧᐦᑳᐨ,nUmoy wihkUts
ᓇᒨᔭ,nUmoyU
ᓇᒨᔭ ᐊᐦᐴ,nUmoyU Uhpo
ᓇᒨᔭ ᐊᐱᓰᐢ,nUmoyU UpIsis
ᓇᒨᔭ ᐊᐃᐧᔭᐠ,nUmoyU UwIyUk
ᓇᒨᔭ ᐊᔨᐋᐧᐠ,nUmoyU UyIwUk
ᓇᒨᔭ ᒉᐢᑲᐧ,nUmoyU tseskwU
ᓇᒨᔭ ᒌ,nUmoyU tsi
ᓇᒨᔭ ᐁᑲᐧᔨᑯᕁ,nUmoyU ekwUyIkOhk
ᓇᒨᔭ ᑲᑫᑎᕁ,nUmoyU kUketIhk
ᓇᒨᔭ ᑮᑲᐧᕀ,nUmoyU kikwUy
ᓇᒨᔭ ᓈᓂᑕᐤ,nUmoyU nUnItUw
ᓇᒨᔭ ᓈᓂᑕᐃᐧᑌ,nUmoyU nUnItUwIte
ᓇᒨᔭ ᐋᐧᐱᐤ,nUmoyU wUpIw
ᓇᒨᔭ ᐄᐧᐦᑳᐨ,nUmoyU wihkUts
ᓇᒨᔭ ᐃᐧᔭ,nUmoyU wIyU
ᓇᒫᐧᐨ,nUmwUts
ᓇᒫᐧᐨ ᐊᐱᓰᐢ,nUmwUts UpIsis
ᓇᒫᐧᐨ ᐁᑲᐧᔨᑯᕁ,nUmwUts ekwUyIkOhk
ᓇᓈᒍᐦᑯᑳᐧᒉᐢ,nUnUtsOhkOkwUtses
ᓇᓇᐦᐃᐦᑕᒼ,nUnUhIhtUm
ᓇᓇᐦᐃᐦᑖᐤ,nUnUhIhtUw
ᓇᓇᐦᐃᐦᑕᐁᐧᐤ,nUnUhIhtUwew
ᓈᓇᐦᐃᑖᐠ,nUnUhItUk
ᓈᓈᐦᑌᑌᐤ,nUnUhtetew
ᓈᓈᐦᑌᐤ,nUnUhtew
ᓈᓇᐦᐁᐧᐤ,nUnUhwew
ᓈᓇᑭᐁᐧᐸᔨᐤ,nUnUkIwepUyIw
ᓇᓇᒪᒋᐤ,nUnUmUtsIw
ᓇᓇᒪᐢᑲᒥᑫᐸᔨᐤ,nUnUmUskUmIkepUyIw
ᓇᓇᒫᐢᐱᓀᐤ,nUnUmUspInew
ᓇᓇᒫᐢᐱᓀᐃᐧᐣ,nUnUmUspInewIn
ᓇᓇᒫᐢᑕᐣ,nUnUmUstUn
ᓇᓇᒥᐸᔩᐢ,nUnUmIpUyis
ᓇᓇᒥᐸᔨᐤ,nUnUmIpUyIw
ᓇᓇᒥᐱᑕᒼ,nUnUmIpItUm
ᓇᓇᒥᐱᑌᐤ,nUnUmIpItew
ᓇᓇᒥᐢᑫᐧᐢᑕᐁᐧᐤ,nUnUmIskwestUwew
ᓇᓇᒥᐢᑫᐧᔨᐤ,nUnUmIskweyIw
ᓇᓇᒥᑖᐱᐢᑲᓀᐤ,nUnUmItUpIskUnew
ᓇᓇᒥᑖᐱᐢᑲᓀᐊᐧᒋᐤ,nUnUmItUpIskUnewUtsIw
ᓇᓇᒣᐧᐤ,nUnUmwew
ᓇᓈᓂᐢ,nUnUnIs
ᓇᓈᓂᐢᒋᐸᔨᐤ,nUnUnIstsIpUyIw
ᓇᓈᓂᐢᒋᐱᑕᒼ,nUnUnIstsIpItUm
ᓇᓈᓂᐢᒋᐱᑌᐤ,nUnUnIstsIpItew
ᓇᓈᓂᐢᑎᓇᒼ,nUnUnIstInUm
ᓇᓈᓂᐢᑎᓀᐤ,nUnUnIstInew
ᓇᓈᓂᐢᑎᐁᐧᐸᐦᐁᐧᐤ,nUnUnIstIwepUhwew
ᓈᓇᐹᒋᐦᐁᐤ,nUnUpUtsIhew
ᓈᓇᐹᒋᐦᐃᓱᐤ,nUnUpUtsIhIsOw
ᓈᓇᐹᒋᐦᐅᐤ,nUnUpUtsIhOw
ᓈᓇᐹᒋᐦᑕᒪᐁᐧᐤ,nUnUpUtsIhtUmUwew
ᓈᓇᐹᒋᐦᑖᐤ,nUnUpUtsIhtUw
ᓈᓇᐹᒋᐦᑕᐁᐧᐤ,nUnUpUtsIhtUwew
ᓇᓇᐸᑭᒋᐦᒋᕀ,nUnUpUkItsIhtsIy
ᓈᓇᐹᐃᐧ,nUnUpUwI
ᓈᓇᐹᐃᐧᐢ,nUnUpUwIs
ᓈᓇᐹᐃᐧᐢᐠ,nUnUpUwIsk
ᓈᓇᐯᐨ,nUnUpets
ᓇᓇᐳᑑᑲᓀᐢᑲᐁᐧᐤ,nUnUpOtokUneskUwew
ᓇᓇᐳᑑᑲᓀᐤ,nUnUpOtokUnew
ᓇᓈᐢᑯᒣᐤ,nUnUskOmew
ᓇᓈᐢᑯᒧᐤ,nUnUskOmOw
ᓇᓈᐢᑯᒧᐃᐧᐣ,nUnUskOmOwIn
ᓇᓈᐢᑯᑕᒼ,nUnUskOtUm
ᓈᓇᐢᑳᐧᐦᑕᐄᐧᐤ,nUnUskwUhtUwiw
ᓈᓈᐢᐱᒋᐸᔨᐤ,nUnUspItsIpUyIw
ᓇᓈᐢᐱᓯᐦᑖᐤ,nUnUspIsIhtUw
ᓇᓈᑕᑌᐧᐁᐧᒣᐤ,nUnUtUtwewemew
ᓇᓈᑕᐋᐧᐸᐦᑕᒼ,nUnUtUwUpUhtUm
ᓇᓈᑕᐋᐧᐸᒣᐤ,nUnUtUwUpUmew
ᓇᓈᑕᐋᐧᐱᐤ,nUnUtUwUpIw
ᓇᓈᑕᐋᐧᐴᐦᑳᐣ,nUnUtUwUpohkUn
ᓇᓈᑕᐋᐧᐴᐦᑫᐤ,nUnUtUwUpohkew
ᓇᓈᑕᐃᐧᐦᐁᐤ,nUnUtUwIhew
ᓇᓈᑕᐃᐧᐦᐃᓱᐤ,nUnUtUwIhIsOw
ᓇᓈᑕᐃᐧᐦᐃᑐᐃᐧᐣ,nUnUtUwIhItOwIn
ᓇᓈᑕᐃᐧᐦᐃᐋᐧᑫᐤ,nUnUtUwIhIwUkew
ᓇᓈᑕᐃᐧᐦᐃᐁᐧᐤ,nUnUtUwIhIwew
ᓇᓈᑕᐃᐧᐦᐃᐁᐧᐃᐧᐣ,nUnUtUwIhIwewIn
ᓇᓈᑕᐃᐧᐦᐅᐤ,nUnUtUwIhOw
ᓇᓈᑕᐃᐧᐦᐅᐃᐧᐣ,nUnUtUwIhOwIn
ᓇᓈᑕᐃᐧᒣᐤ,nUnUtUwImew
ᓇᓈᑐᕁ,nUnUtOhk
ᓇᓈᑐᕁ ᐃᓯ,nUnUtOhk IsI
ᓇᓈᑐᕁ ᑮᑲᐧᕀ,nUnUtOhk kikwUy
ᓇᓈᑐᐦᑭᓈᑲᐧᐣ,nUnUtOhkInUkwUn
ᓇᓈᑐᐦᑭᓯᐊᐧᐠ,nUnUtOhkIsIwUk
ᓇᓈᑐᐦᑯᑳᐧᓱᐤ,nUnUtOhkOkwUsOw
ᓇᓈᑐᐦᑯᒣᐤ,nUnUtOhkOmew
ᓇᓈᑐᐦᑰᐢᑳᐣ,nUnUtOhkoskUn
ᓇᓈᑐᐦᑲᐧᐦᑲᒥᑭᓯᐤ,nUnUtOhkwUhkUmIkIsIw
ᓇᓈᑐᐦᑳᐧᐸᑲᐧᓃᐤ,nUnUtOhkwUpUkwUniw
ᓇᓈᑐᐢᑕᐦᐃᑫᐤ,nUnUtOstUhIkew
ᓈᓈᐊᐧᔫᑳᐸᐃᐧᐊᐧᐠ,nUnUwUyokUpUwIwUk
ᓈᓈᐊᐧᔫᐸᔨᐊᐧᐠ,nUnUwUyopUyIwUk
ᓈᓈᐊᐧᔫᐢᑖᐤ,nUnUwUyostUw
ᓇᓇᔦᐦᑖᐃᐧᐸᔨᐤ,nUnUyehtUwIpUyIw
ᓇᓇᔦᐦᑖᐃᐧᐸᔨᐃᐧᐣ,nUnUyehtUwIpUyIwIn
ᓇᓀᐦᑕᐦᑳᐤ,nUnehtUhkUw
ᓈᓂ,nUnI
ᓇᓃᒋᑲᓀᐤ,nUnitsIkUnew
ᓈᓂᐦᑭᓯᐤ,nUnIhkIsIw
ᓈᓂᑲᐢᑲᐧ,nUnIkUskwU
ᓇᓂᒪᐦᐊᒼ,nUnImUhUm
ᓇᓂᒥᐢᑲᒼ,nUnImIskUm
ᓇᓃᓵᓇᐣ,nUnisUnUn
ᓇᓃᐢᑳᐱᐤ,nUniskUpIw
ᓈᓂᐢᑎᐱᑕᒼ,nUnIstIpItUm
ᓈᓂᐢᑎᐱᑕᒫᓱᐤ,nUnIstIpItUmUsOw
ᓈᓂᐢᑎᐱᑕᒫᑐᐊᐧᐠ,nUnIstIpItUmUtOwUk
ᓈᓂᐢᑎᐱᑕᒪᐁᐧᐤ,nUnIstIpItUmUwew
ᓈᓂᐢᑎᐱᑌᐤ,nUnIstIpItew
ᓈᓂᑕᐤ,nUnItUw
ᓈᓂᑕᐤ ᐃᓯ,nUnItUw IsI
ᓈᓂᑕᐤ ᐃᑕ,nUnItUw ItU
ᓈᓂᑕᐤ ᐃᑌ,nUnItUw Ite
ᓈᓂᑕᐋᐧᐸᐦᑕᒼ,nUnItUwUpUhtUm
ᓈᓂᑕᐋᐧᐸᒣᐤ,nUnItUwUpUmew
ᓈᓂᑕᐋᐧᐱᐤ,nUnItUwUpIw
ᓇᓂᑐᐦᑕᒼ,nUnItOhtUm
ᓇᓂᐊᐧᕀ,nUnIwUy
ᓇᓂᐁᐧᔭᒋᐦᐁᐤ,nUnIweyUtsIhew
ᓇᓂᐁᐧᔭᒋᐦᐃᑐᐊᐧᐠ,nUnIweyUtsIhItOwUk
ᓇᓂᐁᐧᔭᑌᐧᐤ,nUnIweyUtwew
ᓇᓅᒋᐦᐁᐤ,nUnotsIhew
ᓇᓅᒋᐦᑖᐤ,nUnotsIhtUw
ᓇᓅᓴᐋᐧᐸᒣᐤ,nUnosUwUpUmew
ᓇᓀᐧᔭᒋᐦᐁᐤ,nUnweyUtsIhew
ᓇᓀᐧᔭᒋᐦᐃᑐᐊᐧᐠ,nUnweyUtsIhItOwUk
ᓇᐹᒋᐦᐁᐤ,nUpUtsIhew
ᓇᐹᒋᐦᑖᐤ,nUpUtsIhtUw
ᓇᐸᑳᐦᑎᐠ,nUpUkUhtIk
ᓇᐸᑳᐦᑎᐠ,nUpUkUhtIk
ᓇᐸᑲᒣᑯᐢ,nUpUkUmekOs
ᓇᐸᑳᐱᐢᑳᐤ,nUpUkUpIskUw
ᓇᐸᑳᐱᐢᑭᓯᐤ,nUpUkUpIskIsIw
ᓇᐸᑳᓯᐦᐟ,nUpUkUsIht
ᓇᐸᑳᓯᐦᑕᐠ,nUpUkUsIhtUk
ᓇᐸᑳᓯᐦᑕᐠ,nUpUkUsIhtUk
ᓇᐸᑳᓯᐣ,nUpUkUsIn
ᓇᐸᑲᐢᑭᓯᐣ,nUpUkUskIsIn
ᓇᐸᑳᐢᑭᑎᔦᐤ,nUpUkUskItIyew
ᓇᐸᑲᐢᑖᐤ,nUpUkUstUw
ᓇᐸᑲᑕᐦᐊᒼ,nUpUkUtUhUm
ᓇᐸᑲᑕᔦᐤ,nUpUkUtUyew
ᓇᐸᑳᐤ,nUpUkUw
ᓇᐸᑫᔮᐱᕀ,nUpUkeyUpIy
ᓇᐸᑭᐦᑯᒫᐣ,nUpUkIhkOmUn
ᓇᐸᑭᐦᑕᐠ,nUpUkIhtUk
ᓇᐸᑭᐦᑕᑯᐦᑳᓱᐤ,nUpUkIhtUkOhkUsOw
ᓇᐸᑭᐦᑕᑯᐦᑳᑕᒼ,nUpUkIhtUkOhkUtUm
ᓇᐸᑭᑲᒥᐠ,nUpUkIkUmIk
ᓇᐸᑭᑲᒥᑯᐢ,nUpUkIkUmIkOs
ᓇᐸᑭᑯᑌᐤ,nUpUkIkOtew
ᓇᐸᑭᓇᒼ,nUpUkInUm
ᓇᐸᑭᓀᐤ,nUpUkInew
ᓇᐸᑭᓴᒼ,nUpUkIsUm
ᓇᐸᑭᓯᐣ,nUpUkIsIn
ᓇᐸᑭᓯᑌᐤ,nUpUkIsItew
ᓇᐸᑭᓯᐤ,nUpUkIsIw
ᓇᐸᑭᐢᑎᑳᐧᐣ,nUpUkIstIkwUn
ᓇᐸᑭᑖᐹᓈᐢᐠ,nUpUkItUpUnUsk
ᓇᐸᑭᔮᑲᐣ,nUpUkIyUkUn
ᓇᐸᑭᔮᑲᓂᐢ,nUpUkIyUkUnIs
ᓇᐸᑯᓯᐢᑕᐠ,nUpUkOsIstUk
ᓇᐸᑖᐠ,nUpUtUk
ᓇᐸᑌ,nUpUte
ᓇᐸᑌᒋᐦᒉᐤ,nUpUtetsIhtsew
ᓇᐸᑌᐦᑳᐲᐢᑕᐁᐧᐤ,nUpUtehkUpistUwew
ᓇᐸᑌᐦᑳᐱᐤ,nUpUtehkUpIw
ᓇᐸᑌᐦᑲᓯᑲᐣ,nUpUtehkUsIkUn
ᓇᐸᑌᑳᒼ,nUpUtekUm
ᓇᐸᑌᑳᑌᐤ,nUpUtekUtew
ᓇᐸᑌᓂᐢᐠ,nUpUtenIsk
ᓇᐸᑌᓂᐢᑫᐤ,nUpUtenIskew
ᓇᐸᑌᐱᑐᓀᐤ,nUpUtepItOnew
ᓇᐸᑌᐳᒋᑲᐣ,nUpUtepOtsIkUn
ᓇᐸᑌᐢᑖᐃᐧᑫᐤ,nUpUtestUwIkew
ᓇᐸᑌᔮᐱᐤ,nUpUteyUpIw
ᓇᐸᑌᔮᓯᐤ,nUpUteyUsIw
ᓇᐸᑌᔮᐢᑕᐣ,nUpUteyUstUn
ᓇᐹᐃᐧ,nUpUwI
ᓈᐯᐦᑳᐣ,nUpehkUn
ᓈᐯᐦᑳᓱᐤ,nUpehkUsOw
ᓈᐯᒣᐠ,nUpemek
ᓈᐯᐢ,nUpes
ᓈᐯᓯᑊ,nUpesIp
ᓈᐯᓯᐢ,nUpesIs
ᓈᐯᓯᓯᐃᐧᐤ,nUpesIsIwIw
ᓈᐯᐢᑎᒼ,nUpestIm
ᓈᐯᐤ,nUpew
ᓈᐯᐊᐧᓵᑲᕀ,nUpewUsUkUy
ᓈᐯᐊᐧᓯᑲᐣ,nUpewUsIkUn
ᓈᐯᐊᐧᑐᐢᑫᐤ,nUpewUtOskew
ᓈᐯᐃᐧᐣ,nUpewIn
ᓈᐯᐃᐧᓈᑯᓯᐤ,nUpewInUkOsIw
ᓈᐯᐃᐧᓰᐦᐁᐤ,nUpewIsihew
ᓈᐯᐃᐧᓰᐦᐅᐤ,nUpewIsihOw
ᓈᐯᐃᐧᐤ,nUpewIw
ᓈᐯᔮᐳᐢ,nUpeyUpOs
ᓈᐱᐦᑳᐧᐣ,nUpIhkwUn
ᓈᐱᐦᑳᐧᓂᐢ,nUpIhkwUnIs
ᓇᐳᓇᒼ,nUpOnUm
ᓇᐳᓀᐤ,nUpOnew
ᓇᐳᐸᔨᐤ,nUpOpUyIw
ᓇᐳᑐᑲᐣ,nUpOtOkUn
ᓇᐳᑑᑲᓀᑯᒋᐣ,nUpOtokUnekOtsIn
ᓇᐳᑐᑲᓀᐤ,nUpOtOkUnew
ᓇᐳᑑᑲᓀᐤ,nUpOtokUnew
ᓇᐸᐧᐦᐱᓱᐤ,nUpwUhpIsOw
ᓇᐸᐧᐦᐱᓱᐃᐧᐣ,nUpwUhpIsOwIn
ᓇᐸᐧᐦᐱᑌᐤ,nUpwUhpItew
ᓇᐯᐧᑭᓇᒼ,nUpwekInUm
ᓇᐯᐧᑭᓀᐤ,nUpwekInew
ᓇᐯᐧᑭᐱᑕᒼ,nUpwekIpItUm
ᓇᐯᐧᑭᐱᑌᐤ,nUpwekIpItew
ᓇᐯᐧᑭᐢᑲᒼ,nUpwekIskUm
ᓇᐯᐧᑭᐢᑲᐁᐧᐤ,nUpwekIskUwew
ᓇᐯᐧᐣ,nUpwen
ᓇᐯᐧᓂᐢ,nUpwenIs
ᓇᓴᑲᕀ,nUsUkUy
ᓈᓯᐨ,nUsIts
ᓇᓯᐦᑳᐨ,nUsIhkUts
ᓈᓯᐸᐦᐁᐤ,nUsIpUhew
ᓈᓯᐸᐦᑖᐤ,nUsIpUhtUw
ᓈᓯᐯᐦᑕᐦᐁᐤ,nUsIpehtUhew
ᓈᓯᐯᐦᑕᑖᐤ,nUsIpehtUtUw
ᓈᓯᐯᐸᐦᑖᐤ,nUsIpepUhtUw
ᓈᓯᐯᐢᑲᓇᐤ,nUsIpeskUnUw
ᓈᓯᐯᑖᐤ,nUsIpetUw
ᓈᓯᐯᑎᒥᕁ,nUsIpetImIhk
ᓈᓯᐯᐤ,nUsIpew
ᓈᓯᐁᐧᐤ,nUsIwew
ᓇᐢᑲᓯᕀ,nUskUsIy
ᓇᐢᑲᑕᕀ,nUskUtUy
ᓈᐢᑭᑲᐣ,nUskIkUn
ᓈᐢᑭᑲᓂᐣ,nUskIkUnIs
ᓈᐢᑭᑐᕀ,nUskItOy
ᓇᐢᑯᒣᐤ,nUskOmew
ᓇᐢᑯᒥᑐᐊᐧᐠ,nUskOmItOwUk
ᓇᐢᑯᒧᐤ,nUskOmOw
ᓇᐢᑯᒧᐃᐧᐣ,nUskOmOwIn
ᓇᐢᑯᓀᐤ,nUskOnew
ᓇᐢᑯᑕᒼ,nUskOtUm
ᓇᐢᑲᐧᐦᐊᒫᑫᐤ,nUskwUhUmUkew
ᓇᐢᑲᐧᐦᐊᒪᐁᐧᐤ,nUskwUhUmUwew
ᓇᐢᑳᐧᐦᑫᐤ,nUskwUhkew
ᓇᐢᑳᐧᐤ,nUskwUw
ᓇᐢᑫᐧᐦᐊᒼ,nUskwehUm
ᓇᐢᑫᐧᐦᐊᒫᑫᐤ,nUskwehUmUkew
ᓇᐢᑫᐧᐦᐊᒫᑫᐃᐧᐣ,nUskwehUmUkewIn
ᓇᐢᑫᐧᐦᐊᒫᑐᐊᐧᐠ,nUskwehUmUtOwUk
ᓇᐢᑫᐧᐦᐊᒪᐁᐧᐤ,nUskwehUmUwew
ᓇᐢᑫᐧᐦᑕᐁᐧᐤ,nUskwehtUwew
ᓇᐢᑫᐧᓇᒼ,nUskwenUm
ᓇᐢᑫᐧᓀᐤ,nUskwenew
ᓇᐢᑫᐧᐱᑕᒼ,nUskwepItUm
ᓇᐢᑫᐧᐱᑌᐤ,nUskwepItew
ᓇᐢᑫᐧᐊᐧᓯᐦᑖᐧᐃᐧᐣ,nUskwewUsIhtwUwIn
ᓇᐢᑫᐧᐊᐧᓯᒣᐤ,nUskwewUsImew
ᓇᐢᑫᐧᐊᐧᓯᒧᐤ,nUskwewUsImOw
ᓇᐢᐹᐨ,nUspUts
ᓇᐢᐹᒋᐢᑲᒼ,nUspUtsIskUm
ᓇᐢᐹᒋᐢᑲᐁᐧᐤ,nUspUtsIskUwew
ᓇᐢᐹᒋᑑᑕᒼ,nUspUtsItotUm
ᓇᐢᐹᐸᐣ,nUspUpUn
ᓇᐢᐹᑎᓇᒼ,nUspUtInUm
ᓇᐢᐹᑎᓀᐤ,nUspUtInew
ᓇᐢᐹᑎᐢᑲᒼ,nUspUtIskUm
ᓇᐢᐹᑎᐢᑲᐁᐧᐤ,nUspUtIskUwew
ᓈᐢᐱᐨ,nUspIts
ᓈᐢᐱᑕᐦᐁᐧᐤ,nUspItUhwew
ᓇᐢᐱᑖᑫᐃᐧᐣ,nUspItUkewIn
ᓇᐢᐱᑕᒼ,nUspItUm
ᓇᐢᐱᑕᒧᐦᐃᓱᐤ,nUspItUmOhIsOw
ᓈᐢᐱᑕᒧᐦᑖᐤ,nUspItUmOhtUw
ᓈᐢᐱᑕᑖᒧᐤ,nUspItUtUmOw
ᓇᐢᐱᑕᐁᐧᐤ,nUspItUwew
ᓈᐢᐱᑎᐦᑳᐧᒥᐤ,nUspItIhkwUmIw
ᓇᐢᐱᑐᐦᑕᒼ,nUspItOhtUm
ᓇᐢᐱᑐᐦᑕᐁᐧᐤ,nUspItOhtUwew
ᓈᐢᐱᑐᐦᑌᐤ,nUspItOhtew
ᓈᑕᐦᐋᐦᑌᐤ,nUtUhUhtew
ᓈᑕᐦᐋᑯᓀᐤ,nUtUhUkOnew
ᓇᑕᐦᐊᒼ,nUtUhUm
ᓈᑕᐦᐊᒼ,nUtUhUm
